Hato	Lote	Grupo	Ubicación	ID	Referencia	Color	Raza	Sexo/ tipo	Padre	Madre gen.	Madre 	Edad	Estado	Nacimiento	Peso nacim.	Destete	Peso destete	kg/d destete	Fecha ultimo peso	Ultimo peso	kg/d dest/últ	kg/d nac./últ.	Entrada	Origen	Peso entrada	Valor entrada	Salida	Destino	Peso salida	Valor salida	kg ganados	$ ganados	kg/d	$/d	Int. entre partos	No. crías	kg.prom. nacim.	kg dest. (vida)	Valor prom. destete	kg/d al destete /IEP	$/d  al destete	Leche lact. (vida)	Leche 305d (vida)	Leche vida vs.hato	Prot. vida vs.hato	Grasa vida vs.hato	Leche /día/IEP	Prot /día	Grasa /día	Costo /día	P	Ult. parto	1er. celo	Ult. celo	Toro programado	1er ser	# ser	Ult. servicio	Toro últ.serv.	Dias serv	Ult. diag. preñez	Ult. resultado	Preñada del toro	Concepción	Días preñez	No. crías	Destete	kg dest.	$ dest.	Secado	Leche lactan.	Leche 305d	Prot. lac. kg	Prot. 305d  kg	Grasa lact. kg	Grasa 305d kg	Lt  Lact. vs.hato	Prot. lac vs hato	Grasa lac. vs hato	Costo eventos	Prot.% prom	Grasa% prom	Lac.% prom	CSS'000 prom	Fecha últ. leche	Ult. leche	%últ. prot.	%últ. grasa	%últ. lacto.	Ult. CCS '000	Próximo parto 	Nombre	Numero	Registro	Id. Electrónica	Nombre largo	Retiro leche hasta	Retiro carne hasta	Cría (este parto)	AM	PM	TOTAL	Fecha inicio lactoinducción	Comentarios	Mes últ. parto	Mes prox. parto	Estado fertilidad	Estado lactancia	Toro últ. parto	Edad 1er. parto	Peso 1er. parto	Inicio servicio	Ult. TE	Donadora	Ult. aborto	No. abo (vida)	Tercio lactancia	Días al pico	Prod. al pico	Leche acumulada	Leche/día acum.	Leche/ día vida	Conc./ día 	Conc. acumulado	Conc./leche actual	Conc./leche acumulado	Días secos (actual)	Prom. días secos	Kg/día 	kg/día desde entrada	Ult. cond. corporal	Cond. corp.	Abuelo materno	Leche lact. madre	Leche 305d madre	Leche vrs. hato 	kg/dia al destete 	kg/día dest (vida)	Reg. leche	Life high SCC	Curr. high SCC	Mast. vida	Mast. act.	Cojera vida	Cojera act.	Prom part -conc.	Vida serv-concep.	Prog. Novillas	Prog. vacas	Prog. machos
ISLA		JCAL		25B                 			HO	He:Rp	ERIVAN		JOSE PRIETO	7a5m	PR/Lac	30/10/2013	35.0	31/10/2013...1	35.6	0.648	8/05/2015.555	400.0	0.658	0.658							500.0		500.0		0.209		423	5	34.4	34.8	$106'667	0.082	$252	5'448	5'353	88%	100%	100%	12.6			$214	 5	6/09/2020231	31/10/2020.55	14/02/2021161		31/10/2020.55	4	14/02/2021161	116	70	21/04/2021227	Cargada Ma	116	14/02/2021161	70	1	7/09/2020.....1	35.5	$100'000	24/09/2021383	7'713	6'391					98%	100%	100%	$150'000					15/04/2021221	20.3					23/11/2021443	25B	25B		991001000273887				M-25B-5(Ma:Rp)						2020/09 (septiembre)	2021/11 (noviembre)	PR	Lac	1	2a3m	452	26/08/2021				1	3 >200	24	27.3	4'797	21.7	17.1	7.0	1'423	0.345	0.297		84											104	0	0	9	0	1	0	141	2.8		2304; 2562	
ISLA		NI		26                  			HO	He:Rp	7	1177	1177	2a6m	PR	10/10/2018	35.0	11/10/2018...1	35.4	0.395	20/07/2020649	359.0	0.499	0.499							496.5		496.5		0.550																		 0		7/08/2020.667	7/08/2020.667		7/08/2020.667	1	7/08/2020.667	114	261	7/10/2020.728	Cargada Ma	114	7/08/2020.667	261															$12'912											16/05/2021949	26	26	900113001750116	900113001750110											2021/05 (mayo)						23/11/2019																	0.375	0.553			58	5'444	5'410	99%														
RC		R 3		26JP                	ISLA		HO	He:Rp					Ca/Lac		35.0																				465	5	43.8	51.6	$75'000	0.111	$161	6'904	6'070	102%	100%	100%	13.7			$89	 4	26/12/2019486	23/01/2020.28	7/04/2021.468		13/02/2020.49	8	28/08/2020246	80	240	4/11/2020.314	Cargada Ma				1	27/12/2019...1				8'854	6'550					105%	100%	100%	$72'000					15/04/2021476	9.4						26JP	26JP		991001000273845				M-26JP-4(Ma:Ceb)						2019/12 (diciembre)		Ca	Lac				14/12/2020			10/01/2021	3	3 >200	64	30.0	8'863	18.6	18.3	0.0	2'775	0.000	0.313		86											106	4	0	0	0	0	0	182	3.0			
RC		R 2		28                  			HO	He:Rp	7	1765	1765	2a6m	PR/Lac	16/10/2018	35.0	17/10/2018...1	35.2	0.250	7/11/2019.387	289.0	0.657	0.656							494.0		494.0		0.551		348	1	32.0	32.1	$794				5'624	115%	100%	100%	6.5			$159	 1	16/12/2020130	31/01/2021.46	20/02/2021.66		20/02/2021.66	1	20/02/2021.66	124	64	21/04/2021126	Cargada Ma	124	20/02/2021.66	64	1	17/12/2020...1	32.1	$794	30/09/2021288	5'624	5'624					115%	100%	100%	$20'000					15/04/2021120	20.2					29/11/2021348	28	28		900113001750143				475(He:Rp)						2020/12 (diciembre)	2021/11 (noviembre)	PR	Lac	105	2a2m	431	5/12/2021					2 101-200	89	21.6	2'270	18.9	18.9	7.0	586	0.347	0.258								5'600	5'080	88%			8	0	0	0	0	0	0	66	1.0			
ISLA		NI		29                  			HO	He:Rp	8	1140	1140	2a6m	Palp-	18/10/2018	35.0	19/10/2018...1	35.2	0.233	10/06/2020601	350.0	0.525	0.524							500.0		500.0		0.559																		 0		16/07/2020637	12/03/2021876		16/07/2020637	7	12/03/2021876	114	44	21/04/2021916	Negativo	114																	$279'068												29	29		900113001750139																	1/12/2019																	0.486	0.582			53	6'168	5'829	108%														
RC		R 2		30                  			HO	He:Rp	7	6037	6037	2a6m	Nc/Lac	18/10/2018	35.0	19/10/2018...1	35.2	0.233	10/06/2020601	360.0	0.541	0.541							493.0		493.0		0.551			1	35.0	35.0					6'900	136%	100%	100%					 1	23/03/202133					0									1	24/03/2021...1	35.0			6'900	6'900					136%	100%	100%						15/04/2021.23	21.1						30	30		900113001750131				518(He:Rp)						2021/03 (marzo)		Nc	Lac	5	2a5m	479	12/03/2022					1 0-100	23	21.1	0	0.0	0.0	7.0	115	0.332								38	7'168	6'391	103%			1	0	0	0	0	0	0		1.0	518		
ISLA		NI		31                  			HO	He:Rp	8	1098	1098	2a6m	PR	19/10/2018	35.0	20/10/2018...1	35.3	0.276	17/01/2020455	375.0	0.748	0.747							500.0		500.0		0.559																		 0		12/02/2020481	21/08/2020672		12/02/2020481	8	21/08/2020672	114	247	21/10/2020733	Cargada Ma	114	21/08/2020672	247															$252'912											30/05/2021954	31	31		900113001750107											2021/05 (mayo)						2/12/2019																	0.775	0.824			98	5'409	4'993	89%														
RC		R 2		32                  			HO	He:Rp	7	1735B	1735B	2a6m	Ser/Lac	20/10/2018	35.0	21/10/2018...1	35.3	0.286	1/04/2020.529	344.0	0.585	0.584							491.0		491.0		0.540			1	35.0	35.5					5'143	115%	100%	100%	3.9			$247	 1	28/01/202187	17/04/2021.79	17/04/2021.79		17/04/2021.79	1	17/04/2021.79	124	8						1	29/01/2021...1	35.5			5'143	5'143					115%	100%	100%	$20'000					15/04/2021.77	16.4						32	32		900113001750147				M-32-1(Ma:Rp)						2021/01 (enero)		Ser	Lac	109	2a3m	451	17/01/2022					1 0-100	32	21.9	1'439	18.7	18.7	7.0	346	0.427	0.240							98	6'678	6'102	101%			5	0	0	0	0	0	0		1.0			
ISLA		PARAI		33                  			HO	He:Rp	9	2400	2400	2a6m	PR/Lac	21/10/2018	35.0	22/10/2018...1	35.3	0.296	17/01/2020453	348.0	0.692	0.691							491.5		491.5		0.551		376	1	35.0	35.5					6'431	127%	100%	100%	7.9			$272	 1	25/11/2020151	23/01/2021.59	27/02/2021.94		23/01/2021.59	2	27/02/2021.94	113	57	21/04/2021147	Positivo	113	27/02/2021.94	57	1	26/11/2020...1	35.5			7'823	6'431					127%	100%	100%	$40'000					15/04/2021141	21.6					6/12/2021.376	33	33		900113001750114				M-33-1(Ma:Rp)						2020/11 (noviembre)	2021/12 (diciembre)	PR	Lac	109	2a1m	418	14/11/2021					2 101-200	110	23.6	2'972	21.1	21.1	7.0	887	0.324	0.298							85	3'232	3'232	81%			9	0	0	0	0	0	0	94	2.0			
RC		R 2		37                  			HO	He:Rp	7	1547	1547	2a5m	Ser/Lac	30/10/2018	35.0	31/10/2018...1	35.3	0.333	6/05/2020.554	344.0	0.558	0.558							486.0		486.0		0.541			1	35.0	35.5	$110'000				3'814	67%	100%	100%	1.7			$313	 1	14/02/202170	16/04/2021.61	16/04/2021.61		16/04/2021.61	1	16/04/2021.61	124	9						1	15/02/2021...1	35.5	$110'000		3'814	3'814					67%	100%	100%	$20'000					15/04/2021.60	13.0						37	37		900113001750179				M-37-1(Ma:Rp)						2021/02 (febrero)		Ser	Lac	109	2a3m	454	3/02/2022					1 0-100	43	13.3	617	10.3	10.3	7.0	300	0.538	0.486							66	5'784	5'385	93%			4	0	0	0	0	0	0		2.0			
ISLA		NI		39                  			HO	He:Rp	7	9035	9035	2a5m	Ser/Horra	3/11/2018	35.0	4/11/2018.....1	35.3	0.286	10/06/2020585	363.0	0.561	0.561							484.0		484.0		0.540									37	37	14%	100%	100%	0.1			$833	 1	6/02/202178	17/04/2021.70	17/04/2021.70		17/04/2021.70	1	17/04/2021.70	114	8							7/02/2021.....1			24/02/2021.18	37	37					14%	100%	100%	$60'000					15/02/2021...9	2.0						39	39		900113001750127										2021/02 (febrero)		Ser	Horra		2a3m	448	26/01/2022				1	1 0-100	9	2.0	37	4.1	4.1	0.0	90	0.000	2.429							52	6'115	6'032	114%			1	0	0	0	0	0	0		1.0			
RC		R 2		40                  			HO	He:Rp	7	1977	1977	2a5m	Nc/Lac	29/10/2018	35.0	30/10/2018...1	35.2	0.158	10/06/2020590	371.0	0.570	0.569							487.5		487.5		0.551			1	35.0	35.2					6'683	114%	100%	100%	1.2				 1	20/03/202136					0									1	21/03/2021...1	35.2			6'683	6'683					114%	100%	100%						15/04/2021.26	21.0						40	40		900113001750126				516(He:Rp)						2021/03 (marzo)		Nc	Lac	5	2a4m	472	9/03/2022					1 0-100	26	21.0	433	16.7	16.7	7.0	130	0.333	0.300							69	3'984	3'910	85%			2	0	0	0	0	0	0		1.0	516		
ISLA		JCAL		41                  			HO	He:Rp	97	2272	2272	2a5m	Ser/Lac	6/11/2018	35.0	7/11/2018.....1	34.9	-0.091	1/04/2020.512	350.0	0.617	0.615							482.5		482.5		0.541			1	35.0	35.2					6'410	123%	100%	100%	3.5			$1'471	 1	10/02/202174	23/03/2021.41	16/04/2021.65		16/04/2021.65	1	16/04/2021.65	126	9						1	11/02/2021...1	35.2			6'410	6'410					123%	100%	100%	$100'000					15/04/2021.64	21.3						41	41		900113001750133				501(He:Rp)						2021/02 (febrero)		Ser	Lac	109	2a3m	449	30/01/2022					1 0-100	33	21.5	1'278	20.0	20.0	7.0	376	0.329	0.294							85	5'283	5'656	98%			5	0	0	0	0	0	0		1.0			
ISLA		NI		42                  			HO	He:Rp		4074	4074	2a5m	PR	6/11/2018	35.0	7/11/2018.....1	34.9	-0.091	1/04/2020.512	341.0	0.599	0.598							500.0		500.0		0.600																		 0		25/04/2020536	12/01/2021798		25/04/2020536	7	12/01/2021798	114	103	10/03/2021855	Cargada Ma	114	12/01/2021798	103															$300'600											21/10/20211080	42	42		900113001750132											2021/10 (octubre)						20/12/2019			17/06/2020	1													0.520	0.666			98	5'088	6'097	98%														
RC		R 2		44                  			HO	He:Rp	97	2292	2292	2a5m	Ser/Lac	9/11/2018	35.0	10/11/2018...1	35.1	0.125	1/04/2020.509	371.0	0.661	0.660							481.0		481.0		0.540			1	27.0	27.1					4'366	91%	100%	100%	3.4			$225	 1	20/01/202195	27/03/2021.66	17/04/2021.87		17/04/2021.87	1	17/04/2021.87	124	8						1	21/01/2021...1	27.1			4'366	4'366					91%	100%	100%	$20'000					15/04/2021.85	14.3						44	44		900113001750135				490(He:Rp)						2021/01 (enero)		Ser	Lac	109	2a2m	437	9/01/2022					1 0-100	40	15.7	1'261	14.8	14.8	7.0	395	0.490	0.313							88	5'510	4'651	89%			6	0	0	0	0	0	0		1.0	490		
ISLA		NI		46                  			HO	He:Rp	5	1755B	1755B	2a5m	PR	18/11/2018	35.0	19/11/2018...1	35.4	0.359	10/06/2020570	361.0	0.572	0.572							500.0		500.0		0.579																		 0		17/06/2020577	1/10/2020.683		17/06/2020577	5	1/10/2020.683	80	206	2/12/2020.745	Cargada He	80	1/10/2020.683	206															$146'756											10/07/2021965	46	46		900113001750134											2021/07 (julio)						1/01/2020																	-0.229	0.633			MERLIN	6'705	6'759	111%														
ISLA		NI		47                  			HO	He:Rp	7	9156	9156	2a5m	PR	21/11/2018	35.0	22/11/2018...1	35.4	0.417	20/07/2020607	396.0	0.595	0.595							500.0		500.0		0.581																		 0		7/08/2020.625	27/08/2020645		7/08/2020.625	2	27/08/2020645	109	241	4/11/2020.714	Cargada He	109	27/08/2020645	241															$86'656											5/06/2021.927	47	47		900113001750252											2021/06 (junio)						4/01/2020																	1.250	0.652			55	5'812	5'688	93%														
ISLA		NI		49                  			HO	He:Rp	8	2165	2165	2a4m	PR	26/11/2018	35.0	27/11/2018...1	35.3	0.290	20/07/2020602	378.0	0.570	0.570							500.0		500.0		0.584																		 0		7/08/2020.620	7/08/2020.620		7/08/2020.620	1	7/08/2020.620	114	261	7/10/2020.681	Cargada He	114	7/08/2020.620	261															$6'756											16/05/2021902	49	49		900113001750121											2021/05 (mayo)						9/01/2020																	0.925	0.628			85	7'227	6'639	115%														
RC		R 2		52                  			HO	He:Rp	98	ENRIQUE STELLABATTI	ENRIQUE STELLABATTI	2a5m	Nc/Lac	10/11/2018	35.0	11/11/2018...1	35.2	0.234	6/05/2020.543	364.0	0.607	0.606							481.5		481.5		0.552			1	36.0	36.2					5'240	109%	100%	100%	2.5				 1	22/02/202162					0									1	23/02/2021...1	36.2			5'240	5'240					109%	100%	100%						15/04/2021.52	16.9						52	52		900113001750128				507(He:Rp)						2021/02 (febrero)		Nc	Lac	109	2a3m	453	11/02/2022					1 0-100	35	18.2	911	17.5	17.5	5.0	260	0.296	0.285													4	0	0	0	0	0	0		1.0	507		
ISLA		NI		53                  			HO	He:Rp	98	ENRIQUE STELLABATTI	ENRIQUE STELLABATTI	2a5m	Ser	10/11/2018	35.0	11/11/2018...1	35.1	0.149	10/06/2020578	366.0	0.573	0.573							500.0		500.0		0.562																		 0		15/06/2020583	17/04/2021889		15/06/2020583	4	17/04/2021889	ANGUS	8	26/08/2020655	Cargada Ma																		$170'600												53	53		900113001750223																	24/12/2019			14/01/2021	1													0.743	0.633																				
RC		R 2		54                  			HO	He:Rp	98	ENRIQUE STELLABATTI	ENRIQUE STELLABATTI	2a5m	Nc/Lac	10/11/2018	35.0	11/11/2018...1	35.2	0.170	10/06/2020578	369.0	0.579	0.578							481.5		481.5		0.552			1	35.0						5'278	102%	100%	100%	1.7				 1	8/03/202148					0									1	9/03/2021.....1				5'278	5'278					102%	100%	100%						15/04/2021.38	16.9						54	54		900113001750187				M(He:Rp)						2021/03 (marzo)		Nc	Lac		2a3m	460	25/02/2022					1 0-100	38	16.9	611	16.1	16.1	7.0	190	0.414	0.311													3	0	0	0	0	0	0		1.0			
RC		R 2		55                  			HO	He:Rp	98	ENRIQUE STELLABATTI	ENRIQUE STELLABATTI	2a5m	Ser/Lac	10/11/2018	35.0	11/11/2018...1	35.5	0.511	6/05/2020.543	352.0	0.584	0.584							480.5		480.5		0.540			1	35.0	35.5	$110'000				4'688	86%	100%	100%	2.3			$308	 1	13/02/202171	17/04/2021.63	17/04/2021.63		17/04/2021.63	1	17/04/2021.63	124	8						1	14/02/2021...1	35.5	$110'000		4'688	4'688					86%	100%	100%	$20'000					15/04/2021.61	15.8						55	55		900113001750194				M-55-1(Ma:Rp)						2021/02 (febrero)		Ser	Lac	109	2a3m	448	2/02/2022					1 0-100	61	15.8	823	13.5	13.5	5.0	305	0.316	0.371													4	0	0	0	0	0	0		1.0			
ISLA		PARAI		56                  			HO	He:Rp	98	ENRIQUE STELLABATTI	ENRIQUE STELLABATTI	2a5m	Ser/Lac	10/11/2018	35.0	11/11/2018...1	35.2	0.191	1/04/2020.508	343.0	0.607	0.606							481.5		481.5		0.552			1	33.0	33.3					5'332	111%	100%	100%	3.3			$1'370	 1	7/02/202177	7/04/2021...59	7/04/2021...59		7/04/2021...59	1	7/04/2021...59	126	18						1	8/02/2021.....1	33.3			5'332	5'332					111%	100%	100%	$100'000					15/04/2021.67	17.4						56	56		900113001750181				498(He:Rp)						2021/02 (febrero)		Ser	Lac	109	2a2m	445	27/01/2022					1 0-100	36	22.0	1'202	17.9	17.9	5.0	361	0.287	0.300													5	0	0	0	0	0	0		1.0	498		
ISLA		NI		58                  			HO	He:Rp	9	4006	4006	2a4m	PR	7/12/2018	35.0	8/12/2018.....1	35.2	0.150	24/09/2020657	375.0	0.518	0.518							479.5		479.5		0.567																		 0		5/11/2020.699	12/03/2021826		5/11/2020.699	2	12/03/2021826	114	44	21/04/2021866	Positivo	114	12/03/2021826	44															$118'756											19/12/20211108	58	58		900113001750183											2021/12 (diciembre)						20/01/2020			23/02/2021	1													1.194	0.571				5'301	5'864	109%														
ISLA		PARAI		59                  			HO	He:Rp	9	4029	4029	2a4m	Ser/Lac	8/12/2018	35.0	9/12/2018.....1	35.5	0.526	1/04/2020.480	394.0	0.748	0.748							464.5		464.5		0.550			1	35.0	35.5	$110'000				8'197	152%	100%	100%	4.2			$1'563	 1	10/02/202174	14/03/2021.32	4/04/2021...53		4/04/2021...53	1	4/04/2021...53	126	21						1	11/02/2021...1	35.5	$110'000		8'197	8'197					152%	100%	100%	$100'000					15/04/2021.64	27.7						59	59		900113001750182				M-59-1(Ma:Rp)						2021/02 (febrero)		Ser	Lac	109	2a2m	433	30/01/2022					1 0-100	64	27.7	1'523	23.8	23.8	9.0	432	0.325	0.284								5'311	5'702	103%			4	0	0	0	0	0	0		1.0			
ISLA		NI		60                  			HO	He:Rp	6	1446	1446	2a4m	PR	4/12/2018	35.0	5/12/2018.....1	35.3	0.348	10/06/2020554	352.0	0.573	0.572							500.0		500.0		0.590																		 0		15/07/2020589	14/08/2020619		15/07/2020589	2	14/08/2020619	114	254	21/10/2020687	Cargada He	114	14/08/2020619	254															$6'756											23/05/2021901	60	60		900113001750184											2021/05 (mayo)						17/01/2020																	0.086	0.635			57	6'082	5'836	99%														
ISLA		NI		61                  			HO	He:Rp	7	1514	1514	2a4m	PR	13/12/2018	35.0	14/12/2018...1	35.4	0.429	24/08/2020620	353.0	0.513	0.513							473.0		473.0		0.564																		 0		17/09/2020644	9/10/2020.666		17/09/2020644	2	9/10/2020.666	114	198	16/12/2020734	Cargada He	114	9/10/2020.666	198															$120'500											18/07/2021948	61	61		900113001750242											2021/07 (julio)						26/01/2020																	1.000	0.569			66	7'880	7'025	117%														
ISLA		NI		62                  			HO	He:Rp	7	1555	1555	2a4m	PR	15/12/2018	35.0	16/12/2018...1	34.8	-0.167	10/06/2020543	352.0	0.585	0.584							500.0		500.0		0.597																		 0		17/06/2020550	6/08/2020.600		15/07/2020578	2	6/08/2020.600	109	262	7/10/2020.662	Cargada He	109	6/08/2020.600	262															$26'756											15/05/2021882	62	62		900113001750263											2021/05 (mayo)						28/01/2020																	-0.286	0.648			66	3'978	3'851	74%														
ISLA		NI		64                  			HO	He:Rp	9	4071	4071	2a4m	PR	15/12/2018	35.0	16/12/2018...1	35.2	0.250	20/07/2020583	388.0	0.606	0.605							500.0		500.0		0.597																		 0		7/08/2020.601	27/08/2020621		7/08/2020.601	2	27/08/2020621	109	241	4/11/2020.690	Cargada He	109	27/08/2020621	241															$26'756											5/06/2021.903	64	64		900113001750271											2021/06 (junio)						28/01/2020																	1.075	0.666			98	8'504	6'303	118%														
RC		R 2		65                  			HO	He:Rp	9	4062	4062	2a4m	Ser/Lac	22/12/2018	35.0	23/12/2018...1	35.0		10/06/2020536	382.0	0.649	0.647							459.5		459.5		0.543			1	35.0						4'754	86%	100%	100%	2.0			$351	 1	21/02/202163	17/04/2021.55	17/04/2021.55		17/04/2021.55	1	17/04/2021.55	124	8						1	22/02/2021...1				4'754	4'754					86%	100%	100%	$20'000					15/04/2021.53	15.8						65	65		900113001750186				M-65-1(Ma:Rp)						2021/02 (febrero)		Ser	Lac		2a1m	431	10/02/2022					1 0-100	36	16.7	728	13.7	13.7	7.0	265	0.443	0.364							DOMINAND-RED	6'204	6'056	111%			4	0	0	0	0	0	0		1.0			
ISLA		NI		66                  			HO	He:Rp	2	1174	1174	2a3m	PR	3/01/2019	35.0	4/01/2019.....1	35.4	0.381	11/08/2020586	341.0	0.522	0.522							467.5		467.5		0.572																		 0		11/10/2020647	1/11/2020.668		11/10/2020647	2	1/11/2020.668	109	175	13/01/2021741	Cargada Ma	109	1/11/2020.668	175															$86'756											10/08/2021950	66	66		900113001750225											2021/08 (agosto)						16/02/2020																	-0.273	0.582			98	5'500	5'365	93%														
ISLA		NI		67                  			HO	He:Rp	9	4034	4034	2a3m	PR	29/12/2018	35.0	30/12/2018...1	35.3	0.269	1/04/2020.459	358.0	0.705	0.704							500.0		500.0		0.641																		 0		8/05/2020.496	16/01/2021749		8/05/2020.496	6	16/01/2021749	114	99	7/04/2021.830	Cargada Ma	114	16/01/2021749	99															$270'600											25/10/20211031	67	67		900113001750239											2021/10 (octubre)						11/02/2020			2/12/2020	2													0.456	0.780				5'341	6'094	112%														
ISLA		NI		68                  			HO	He:Rp	7	1619	1619	2a3m	Ca	29/12/2018	35.0	30/12/2018...1	35.3	0.346	11/08/2020591	379.0	0.582	0.582							500.0		500.0		0.668																		 0		20/08/2020600	10/04/2021833		20/08/2020600	1	20/08/2020600	117	248	21/10/2020662	Cargada He																		$6'756												68	68		900113001750191																	11/02/2020			24/02/2021	1													0.591	0.641			98	8'872	8'451	146%														
ISLA		NI		69                  			HO	He:Rp	2	1766	1766	2a3m	PR	31/12/2018	35.0	1/01/2019.....1	35.2	0.250	20/07/2020567	378.0	0.606	0.605							500.0		500.0		0.609																		 0		7/08/2020.585	7/08/2020.585		7/08/2020.585	1	7/08/2020.585	117	261	7/10/2020.646	Cargada He	117	7/08/2020.585	261															$6'756											16/05/2021867	69	69		900113001750266											2021/05 (mayo)						13/02/2020																	1.000	0.667			STEADY	7'136	7'098	120%														
RC		R 2		70                  			HO	He:Rp	9	2435	2435	2a3m	Ca/Lac	2/01/2019	35.0	3/01/2019.....1	35.5	0.545	1/04/2020.455	366.0	0.728	0.727							455.0		455.0		0.556			1	35.0						5'454	87%	100%	100%	2.0				 1	22/02/202162	5/04/2021...42	5/04/2021...42			0									1	23/02/2021...1				5'454	5'454					87%	100%	100%						15/04/2021.52	18.5						70	70		900113001750258				M-70-1(He:Ceb)						2021/02 (febrero)		Ca	Lac	109	2a1m	426	11/02/2022					1 0-100	52	18.5	715	13.8	13.8	7.0	260	0.378	0.363							90	5'191	6'018	109%			4	0	0	0	0	0	0		3.0			
ISLA		NI		71                  			HO	He:Rp	6	1901	1901	2a3m	PR	1/01/2019	35.0	2/01/2019.....1	35.3	0.304	11/08/2020588	384.0	0.594	0.594							500.0		500.0		0.610																		 0		2/08/2020.579	12/09/2020620		20/08/2020597	2	12/09/2020620	109	225	18/11/2020687	Cargada	109	12/09/2020620	225															$26'756											21/06/2021902	71	71		900113001750192											2021/06 (junio)						14/02/2020																	0.591	0.653			73	8'135	6'781	114%														
RC		R 2		72                  			HO	He:Rp	97	1791B	1791B	2a3m	Ca/Lac	6/01/2019	35.0	7/01/2019.....1	35.6	0.556	10/06/2020521	375.0	0.653	0.653							453.0		453.0		0.556			1	35.0	35.5					6'243	91%	100%	100%	0.9				 1	18/03/202138	10/04/2021.23	10/04/2021.23			0									1	19/03/2021...1	35.5			6'243	6'243					91%	100%	100%						15/04/2021.28	20.1						72	72		900113001750193				M-72-1(Ma:Rp)						2021/03 (marzo)		Ca	Lac	109	2a2m	436	7/03/2022					1 0-100	28	20.1	342	12.2	12.2	7.0	75	0.348	0.219							ADAN	5'494	5'405	99%			2	0	0	0	0	0	0		1.0			
ISLA		NI		73                  			HO	He:Rp	6	2215	2215	2a3m	PR	6/01/2019	35.0	7/01/2019.....1	35.0		11/08/2020583	378.0	0.589	0.588							500.0		500.0		0.613																		 0		23/07/2020564	20/08/2020592		20/08/2020592	1	20/08/2020592	117	248	21/10/2020654	Cargada He	117	20/08/2020592	248															$6'756											29/05/2021874	73	73		900113001750268											2021/05 (mayo)						19/02/2020																	0.136	0.648			88	5'265	5'265	106%														
ISLA		NI		74                  			HO	He:Rp	7	2120	2120	2a3m	PR	6/01/2019	35.0	7/01/2019.....1	35.1	0.056	10/06/2020521	361.0	0.627	0.626							500.0		500.0		0.613																		 0		16/07/2020557	2/10/2020.635		16/07/2020557	3	2/10/2020.635	109	205	2/12/2020.696	Cargada He	109	2/10/2020.635	205															$86'756											11/07/2021917	74	74		900113001750272											2021/07 (julio)						19/02/2020			26/08/2020	1													0.514	0.693			85	5'389	4'870	101%														
ISLA		NI		75                  			HO	He:Rp	6	2204	2204	2a3m	PR	9/01/2019	35.0	10/01/2019...1	35.0		24/08/2020593	364.0	0.556	0.555							484.0		484.0		0.596																		 0		17/09/2020617	17/10/2020647		17/09/2020617	3	17/10/2020647	80	190	16/12/2020707	Cargada	80	17/10/2020647	190															$60'600											26/07/2021929	75	75		900113001750237											2021/07 (julio)						22/02/2020																	0.600	0.614			85	4'840	4'699	83%														
ISLA		NI		76                  			HO	He:Rp	92	1799B	1799B	2a3m	PR	11/01/2019	35.0	12/01/2019...1	35.4	0.385	20/07/2020556	397.0	0.652	0.651							500.0		500.0		0.617																		 0		7/08/2020.574	9/10/2020.637		7/08/2020.574	3	9/10/2020.637	114	198	16/12/2020705	Cargada Ma	114	9/10/2020.637	198															$146'656											18/07/2021919	76	76		900113001750196											2021/07 (julio)						24/02/2020																	1.275	0.714			DONELL	4'657	4'727	83%														
ISLA		NI		77                  			HO	He:Rp	9	2414	2414	2a3m	PR	13/01/2019	35.0	14/01/2019...1	35.5	0.455	11/08/2020576	353.0	0.552	0.552							479.5		479.5		0.593																		 0		26/07/2020560	20/08/2020585		20/08/2020585	1	20/08/2020585	117	248	21/10/2020647	Cargada He	117	20/08/2020585	248															$12'912											29/05/2021867	77	77		991001000273544											2021/05 (mayo)						26/02/2020																	-0.091	0.613			94	4'353	4'997	88%														
ISLA		NI		78                  			HO	He:Rp	2	1588	1588	2a3m	PR	14/01/2019	35.0	15/01/2019...1	35.2	0.200	24/08/2020588	348.0	0.533	0.532							461.0		461.0		0.603																		 0		17/09/2020612	15/01/2021732		17/09/2020612	3	15/01/2021732	114	100	7/04/2021.814	Cargada He	114	15/01/2021732	100															$140'500											24/10/20211014	78	78		900113001750228											2021/10 (octubre)						27/02/2020			13/01/2021	1													0.743	0.592			66	4'393	4'335	83%														
RC		R 2		79                  			HO	He:Rp	9	2446	2446	2a3m	Nc/Lac	16/01/2019	35.0	17/01/2019...1	35.5	0.500	10/06/2020511	373.0	0.662	0.661							448.0		448.0		0.557			1	35.0						4'756	89%	100%	100%	2.0				 1	22/02/202162					0									1	23/02/2021...1				4'756	4'756					89%	100%	100%						15/04/2021.52	15.7						79	79		900113001750197				M-79-1(Ma:Rp)						2021/02 (febrero)		Nc	Lac		2a1m	419	11/02/2022					1 0-100	52	15.7	735	14.1	14.1	7.0	260	0.446	0.354							88	5'023	4'283	82%			4	0	0	0	0	0	0		1.0			
