Hato,Lote,Grupo,Ubicación,ID,Referencia,Color,Raza,Sexo/ tipo,Padre,Madre gen.,Madre ,Edad,Estado,Nacimiento,Peso nacim.,Destete,Peso destete,kg/d destete,Fecha ultimo peso,Ultimo peso,kg/d dest/últ,kg/d nac./últ.,Entrada,Origen,Peso entrada,Valor entrada,Salida,Destino,Peso salida,Valor salida,kg ganados,$ ganados,kg/d,$/d,Int. entre partos,No. crías,kg.prom. nacim.,kg dest. (vida),Valor prom. destete,kg/d al destete /IEP,$/d  al destete,Leche lact. (vida),Leche 305d (vida),Leche vida vs.hato,Prot. vida vs.hato,Grasa vida vs.hato,Leche /día/IEP,Prot /día,Grasa /día,Costo /día,P,Ult. parto,1er. celo,Ult. celo,Toro programado,1er ser,# ser,Ult. servicio,Toro últ.serv.,Dias serv,Ult. diag. preñez,Ult. resultado,Preñada del toro,Concepción,Días preñez,No. crías.1,Destete.1,kg dest.,$ dest.,Secado,Leche lactan.,Leche 305d,Prot. lac. kg,Prot. 305d  kg,Grasa lact. kg,Grasa 305d kg,Lt  Lact. vs.hato,Prot. lac vs hato,Grasa lac. vs hato,Costo eventos,Prot.% prom,Grasa% prom,Lac.% prom,CSS'000 prom,Fecha últ. leche,Ult. leche,%últ. prot.,%últ. grasa,%últ. lacto.,Ult. CCS '000,Próximo parto ,Nombre,Numero,Registro,Id. Electrónica,Nombre largo,Retiro leche hasta,Retiro carne hasta,Cría (este parto),AM,PM,TOTAL,Fecha inicio lactoinducción,Comentarios,Mes últ. parto,Mes prox. parto,Estado fertilidad,Estado lactancia,Toro últ. parto,Edad 1er. parto,Peso 1er. parto,Inicio servicio,Ult. TE,Donadora,Ult. aborto,No. abo (vida),Tercio lactancia,Días al pico,Prod. al pico,Leche acumulada,Leche/día acum.,Leche/ día vida,Conc./ día ,Conc. acumulado,Conc./leche actual,Conc./leche acumulado,Días secos (actual),Prom. días secos,Kg/día ,kg/día desde entrada,Ult. cond. corporal,Cond. corp.,Abuelo materno,Leche lact. madre,Leche 305d madre,Leche vrs. hato ,kg/dia al destete ,kg/día dest (vida),Reg. leche,Life high SCC,Curr. high SCC,Mast. vida,Mast. act.,Cojera vida,Cojera act.,Prom part -conc.,Vida serv-concep.,Prog. Novillas,Prog. vacas,Prog. machos,Leche vida vs.hato/prom,Leche vida vs.hato_C,Lt Lact. vs.hato/prom,Lt Lact. vs.hato_C,Leche vrs. hato/prom,Leche vrs. hato_C,Hoy,Edad_actual,Leche_prom_mes,Leche_prom_mes_c,DIM,DIM_c,Tercio lactancia (groups),Mast_vida,Mast_activa,Cojera_vida,Cojera_activa,No_crias,Int_entre_partos,label,value
RC,,R 3,,1870                ,,,HO,He:Rp,66,1443,1443,6a8m,PR/Lac,2013-10-17,35.0,2013-10-18,35.2,0.18899999999999997,2015-05-08,390.0,0.626,0.625,,,,,,,500.0,,500.0,,0.207,,348,5,35.0,35.5,$50.815,0.102,$146,5714.0,5712.0,103.0,100%,100%,16.4,,,$56,5.0,2019-11-22,2020-01-19,2020-02-13,,2020-01-19,2.0,2020-02-13,22.0,142.0,2020-04-22,Cargada Ma,22.0,2020-02-13,142.0,1.0,2019-11-23,35.5,$100.000,2020-09-22,5798.0,5785.0,,,,,99.0,100%,100%,$38.156,,,,,2020-06-13,16.1,,,,,2020-11-21,1870,1870,,991001000273815.0,,,,M-1870-5(Ma:Rp),,,,,,2019/11 (noviembre),2020/11 (noviembre),PR,Lac,66.0,2a3m,500.0,2020-11-10,,,,,3 >200,7.0,31.5,4349.0,21.3,20.3,5.0,1320.0,0.311,0.304,,61.0,,,,,62,6582.0,5982.0,102.0,,,88.0,0.0,0.0,4,0,0,0,68.0,1.2,,,,3,+3% /Prom,-1,-1% /Prom,2,+2% /Prom,2020-10-20,84,51.77,51.77 Lt. Mes,333,333 DIM,3er Terc. Lactancia,4 Mastitis,No Activa,0 Cojeras,No Activa,5 Crías,348 Días,R 3,R 3
RC,,R 1,,1872                ,,,HO,He:Rp,66,1335,1335,6a8m,Ser/Lac,2013-10-18,35.0,2013-10-19,35.1,0.077,2015-05-08,402.0,0.648,0.647,,,,,,,500.0,,500.0,,0.207,,444,4,36.0,36.3,$66.861,0.08199999999999999,$151,7600.0,7086.0,121.0,100%,100%,16.4,,,$163,4.0,2019-10-14,2019-12-14,2020-06-07,,2019-12-14,6.0,2020-06-07,80.0,27.0,2020-03-11,Negativo,,,,1.0,2019-10-15,35.5,$100.000,,7704.0,7704.0,,,,,130.0,100%,100%,$74.000,,,,,2020-06-13,20.2,,,,,,1872,1872,,991001000273805.0,,,,M-1872-4(Ma:Rp),,,,,,2019/10 (octubre),,Ser,Lac,80.0,2a4m,500.0,2020-10-02,,,,,3 >200,30.0,37.1,6568.0,27.0,22.2,9.0,2089.0,0.446,0.318,,85.0,,,,,57,4431.0,4360.0,93.0,,,89.0,1.0,0.0,0,0,0,0,164.0,2.8,,2316,,21,+21% /Prom,30,+30% /Prom,-7,-7% /Prom,2020-10-20,84,78.19,78.19 Lt. Mes,372,372 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,4 Crías,444 Días,R 1,R 1
RC,,HOR.1,,1873                ,,,HO,He:Rp,66,1432,1432,6a8m,Desc./Horra,2013-10-19,35.0,2013-10-20,35.1,0.11800000000000001,2015-05-08,378.0,0.607,0.606,,,,,,,500.0,,500.0,,0.32,,401,3,35.0,35.5,$105.000,0.08800000000000001,$262,8347.0,6755.0,120.0,100%,100%,13.5,,,$73,3.0,2018-04-22,2018-06-10,2020-01-22,,2018-06-10,7.0,2020-01-22,80.0,164.0,2020-02-26,Positivo,,,,1.0,2018-04-23,35.5,$110.000,2019-10-15,11395.0,7781.0,,,,,134.0,100%,100%,$53.594,,,,,2019-10-15,12.7,,,,,,1873,1873,,991001000273834.0,,,,H-1873-3(He:Rp),,,,,,2018/04 (abril),,Desc.,Horra,1.0,2a3m,457.0,2019-04-11,,,2020-04-22,2.0,3 >200,39.0,31.1,11395.0,21.1,20.4,0.0,3018.0,0.0,0.265,,57.0,,,,,62,1039.0,1039.0,118.0,,,82.0,0.0,0.0,0,0,0,0,121.0,1.7,,2303,,20,+20% /Prom,34,+34% /Prom,18,+18% /Prom,2020-10-20,84,135.65,135.65 Lt. Mes,912,912 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,3 Crías,401 Días,HOR.1,HOR.1
ISLA,,PARAI,,1874                ,,,HO,He:Rp,73,20333,20333,6a8m,PR/Lac,2013-10-21,35.0,2013-10-22,35.0,,2015-05-26,345.0,0.534,0.5329999999999999,,,,,,,500.0,,500.0,,0.207,,432,4,35.0,35.3,$110.000,0.08199999999999999,$255,5731.0,5244.0,91.0,100%,100%,13.3,,,$76,4.0,2019-07-05,2019-09-09,2020-03-16,,2019-09-09,5.0,2020-03-16,1.0,110.0,2020-05-20,Cargada,1.0,2020-03-16,110.0,1.0,2019-07-06,35.5,,2020-10-24,7518.0,5733.0,,,,,93.0,100%,100%,$50.000,,,,,2020-06-13,12.3,,,,,2020-12-23,1874,1874,,900113000056845.0,,,,G2487(He:Rp),,,,,,2019/07 (julio),2020/12 (diciembre),PR,Lac,1.0,2a5m,480.0,2020-06-23,,,2020-02-12,2.0,3 >200,41.0,32.0,6127.0,17.8,17.0,3.0,1591.0,0.244,0.26,,91.0,,,,,CHACHA,5566.0,5174.0,90.0,,,83.0,0.0,0.0,3,0,0,0,149.0,2.6,,2343,,-9,-9% /Prom,-7,-7% /Prom,-10,-10% /Prom,2020-10-20,83,73.82,73.82 Lt. Mes,473,473 DIM,3er Terc. Lactancia,3 Mastitis,No Activa,0 Cojeras,No Activa,4 Crías,432 Días,PARAI,PARAI
RC,,R 3,,1875                ,,,HO,He:Rp,75,4242,4242,6a8m,Ser/Lac,2013-10-21,35.0,2013-10-22,35.2,0.163,2015-05-26,385.0,0.602,0.601,,,,,,,500.0,,500.0,,0.207,,358,5,35.0,35.5,$100.000,0.099,$279,5109.0,5109.0,93.0,100%,100%,14.2,,,$55,5.0,2020-03-23,2020-04-30,2020-05-30,,2020-05-30,1.0,2020-05-30,110.0,35.0,,,,,,1.0,2020-03-24,,,,7627.0,7627.0,,,,,127.0,100%,100%,$20.000,,,,,2020-06-13,28.5,,,,,,1875,1875,,900113000056788.0,,,,M-1875-5(Ma:Rp),,,,,,2020/03 (marzo),,Ser,Lac,27.0,2a6m,500.0,2021-03-12,,,,,2 101-200,28.0,33.1,2416.0,29.5,17.3,9.0,738.0,0.316,0.305,,84.0,,,,,98,4533.0,4464.0,84.0,,,78.0,0.0,0.0,1,0,0,0,77.0,1.2,,,MG1912,-7,-7% /Prom,27,+27% /Prom,-16,-16% /Prom,2020-10-20,83,29.11,29.11 Lt. Mes,211,211 DIM,2do Terc. Lactancia,1 Mastitis,No Activa,0 Cojeras,No Activa,5 Crías,358 Días,R 3,R 3
ISLA,,PARAI,,1877                ,,,HO,He:Rp,69,4276,4276,6a8m,PR/Lac,2013-10-22,35.0,2013-10-23,35.0,-0.01,2015-05-26,380.0,0.595,0.594,,,,,,,500.0,,500.0,,0.207,,424,4,35.0,35.4,$71.146,0.084,$168,7203.0,6366.0,112.0,100%,100%,17.0,,,$58,4.0,2019-10-02,2019-11-30,2020-03-28,,2019-11-30,5.0,2020-03-28,1.0,98.0,2020-06-03,Cargada Ma,1.0,2020-03-28,98.0,1.0,2019-10-03,35.3,,2020-11-05,8683.0,7298.0,,,,,122.0,100%,100%,$20.000,,,,,2020-06-13,18.0,,,,,2021-01-04,1877,1877,,900113000056789.0,,,,226(He:Rp),,,,,,2019/10 (octubre),2021/01 (enero),PR,Lac,93.0,2a6m,500.0,2020-09-20,,,,,3 >200,42.0,29.9,6477.0,25.4,20.5,5.0,2185.0,0.278,0.337,,65.0,,,,,98,5538.0,4768.0,101.0,,,86.0,0.0,0.0,1,0,0,0,140.0,3.4,226,,,12,+12% /Prom,22,+22% /Prom,1,+1% /Prom,2020-10-20,83,78.04,78.04 Lt. Mes,384,384 DIM,3er Terc. Lactancia,1 Mastitis,No Activa,0 Cojeras,No Activa,4 Crías,424 Días,PARAI,PARAI
ISLA,,JCAL,,1880                ,,,,He:Rp,75,8009,8009,6a8m,Ser/Lac,2013-10-25,35.0,2013-10-26,35.2,0.156,2015-05-08,374.0,0.606,0.605,,,,,,,500.0,,500.0,,0.207,,355,4,35.0,35.5,,0.1,,7219.0,6996.0,121.0,100%,100%,20.0,,,$139,5.0,2020-03-02,2020-05-30,2020-05-30,,2020-05-30,1.0,2020-05-30,111.0,35.0,,,,,,1.0,2020-03-03,,,,7182.0,7182.0,,,,,119.0,100%,100%,$20.000,,,,,2020-06-13,26.2,,,,,,1880,1880,,991001000273841.0,,,,M-1880-5(Ma:Rp),,,,,,2020/03 (marzo),,Ser,Lac,1.0,2a5m,485.0,2021-02-19,,,,,2 101-200,26.0,29.7,2813.0,27.3,23.1,9.0,869.0,0.344,0.309,,38.0,,,,,47,8402.0,7495.0,127.0,,,88.0,0.0,0.0,2,0,0,0,107.0,1.6,,2353; 2564,,21,+21% /Prom,19,+19% /Prom,27,+27% /Prom,2020-10-20,83,33.89,33.89 Lt. Mes,232,232 DIM,2do Terc. Lactancia,2 Mastitis,No Activa,0 Cojeras,No Activa,4 Crías,355 Días,JCAL,JCAL
ISLA,,JCAL,,1881                ,,,HO,He:Rp,66,1366,1366,6a8m,Palp-/Lac,2013-10-28,35.0,2013-10-29,35.0,-0.012,2015-03-26,374.0,0.6609999999999999,0.66,,,,,,,500.0,,500.0,,0.235,,474,4,35.0,35.6,$105.000,0.075,$222,6505.0,5873.0,103.0,100%,100%,13.9,,,$137,4.0,2020-01-04,2020-03-07,2020-05-16,,2020-03-07,3.0,2020-05-16,103.0,49.0,2020-06-17,Negativo  ,,,,1.0,2020-01-05,35.8,,,5934.0,5934.0,,,,,104.0,100%,100%,$28.000,,,,,2020-06-13,17.8,,,,,,1881,1881,,991001000273871.0,,,,G2563(He:Rp),,,,,,2020/01 (enero),,Palp-,Lac,,2a3m,454.0,2020-12-23,,,,,2 101-200,40.0,28.1,3746.0,23.3,18.7,5.0,1183.0,0.281,0.316,,103.0,,,,,58,6983.0,6435.0,111.0,,,85.0,0.0,0.0,3,0,2,1,185.0,4.0,G2563,,,3,+3% /Prom,4,+4% /Prom,11,+11% /Prom,2020-10-20,83,45.13,45.13 Lt. Mes,290,290 DIM,2do Terc. Lactancia,3 Mastitis,No Activa,2 Cojeras,Activa,4 Crías,474 Días,JCAL,JCAL
RC,,R 3,,1883                ,,,HO,He:Rp,66,1441,1441,6a8m,Ca/Lac,2013-10-29,35.0,2013-10-30,35.0,-0.012,2015-03-26,379.0,0.672,0.6709999999999999,,,,,,,500.0,,500.0,,0.213,,388,5,35.0,35.5,$107.003,0.091,$276,8980.0,8174.0,142.0,100%,100%,19.0,,,$173,5.0,2020-05-22,2020-06-17,2020-06-17,,,0.0,,,,,,,,,1.0,2020-05-23,35.5,$101.010,,8335.0,8335.0,,,,,127.0,100%,100%,,,,,,2020-06-13,31.5,,,,,,1883,1883,B,900113000056790.0,,,,M-1883-5(Ma:Rp),,,,,,2020/05 (mayo),,Ca,Lac,22.0,2a3m,457.0,2021-05-11,,,,1.0,1 0-100,22.0,31.5,614.0,27.9,26.8,10.0,154.0,0.317,0.251,,53.0,,,,,45,6238.0,5558.0,113.0,,,89.0,0.0,0.0,0,0,0,0,111.0,2.0,,2315; 2509,,42,+42% /Prom,27,+27% /Prom,13,+13% /Prom,2020-10-20,83,7.4,7.4 Lt. Mes,151,151 DIM,1er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,5 Crías,388 Días,R 3,R 3
RC,,R 1,,1890                ,,,,He:Rp,69,50796,50796,6a7m,PR/Lac,2013-11-15,35.0,2013-11-16,35.4,0.42100000000000004,2015-05-26,360.0,0.584,0.583,,,,,,,500.0,,500.0,,0.209,,411,4,35.0,35.5,$106.667,0.086,$260,8171.0,7296.0,128.0,100%,100%,19.9,,,$57,4.0,2019-09-07,2019-11-02,2020-01-25,,2019-11-02,2.0,2020-01-25,108.0,161.0,2020-04-08,Cargada Ma,108.0,2020-01-25,161.0,1.0,2019-09-08,35.5,$110.000,2020-09-03,10536.0,9082.0,,,,,150.0,100%,100%,$32.000,,,,,2020-06-13,28.2,,,,,2020-11-02,1890,1890,,900113000056846.0,,,,M-1890-4(Ma:Rp),,,,,,2019/09 (septiembre),2020/11 (noviembre),PR,Lac,5.0,2a5m,500.0,2020-08-26,,,2019-12-18,1.0,3 >200,67.0,37.2,8451.0,30.2,23.5,9.0,2600.0,0.319,0.308,,67.0,,,,,MIKE,4145.0,4135.0,84.0,,,87.0,0.0,0.0,1,0,0,0,124.0,1.8,,,,28,+28% /Prom,50,+50% /Prom,-16,-16% /Prom,2020-10-20,83,101.82,101.82 Lt. Mes,409,409 DIM,3er Terc. Lactancia,1 Mastitis,No Activa,0 Cojeras,No Activa,4 Crías,411 Días,R 1,R 1
RC,,R 1,,1891                ,,,,He:Rp,66,1251,1251,6a7m,Nc/Lac,2013-11-15,35.0,2013-11-16,35.3,0.345,2015-05-26,395.0,0.647,0.6459999999999999,,,,,,,500.0,,500.0,,0.215,,388,3,35.0,35.4,$50.003,0.091,$129,5870.0,5594.0,100.0,100%,100%,12.2,,,$126,5.0,2020-06-19,,,,,0.0,,,,,,,,,,2020-06-20,,,,5169.0,5169.0,,,,,85.0,100%,100%,,,,,,,,,,,,,1891,1891,,991001000273723.0,,,,367(He:Rp),,,,,,2020/06 (junio),,Nc,Lac,17.0,2a4m,463.0,2021-06-08,,,,1.0,1 0-100,,,0.0,,19.9,,0.0,,,,94.0,,,,,60,7257.0,6583.0,121.0,,,78.0,0.0,0.0,0,0,0,0,107.0,1.8,367,2532,,0,+0% /Prom,-15,-15% /Prom,21,+21% /Prom,2020-10-20,83,0.0,0.0 Lt. Mes,123,123 DIM,1er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,3 Crías,388 Días,R 1,R 1
ISLA,,HO.JU,,1896                ,,,HO,He:Rp,69,9166,9166,6a7m,PR/Horra,2013-11-22,35.0,2013-11-23,35.4,0.354,2015-07-28,373.0,0.552,0.551,,,,,,,500.0,,500.0,,0.252,,388,4,35.0,35.4,$100.000,0.091,$258,6031.0,5744.0,102.0,100%,100%,15.5,,,$82,4.0,2019-07-24,2019-10-31,2019-11-20,,2019-10-31,2.0,2019-11-20,105.0,227.0,2020-01-29,Cargada,105.0,2019-11-20,227.0,1.0,2019-07-25,,,2020-05-30,6228.0,6146.0,,,,,101.0,100%,100%,,,,,,2020-05-30,11.3,,,,,2020-08-28,1896,1896,,900113000056729.0,,,,H-1896-4(He:Rp),,,,,,2019/07 (julio),2020/08 (agosto),PR,Horra,1.0,2a6m,494.0,2020-07-12,,,,,3 >200,65.0,28.9,6228.0,20.0,19.2,0.0,1657.0,0.0,0.266,90.0,75.0,,,,,58,6233.0,5779.0,105.0,,,82.0,0.0,0.0,1,1,0,0,111.0,1.4,2778,,,2,+2% /Prom,1,+1% /Prom,5,+5% /Prom,2020-10-20,82,75.95,75.95 Lt. Mes,454,454 DIM,3er Terc. Lactancia,1 Mastitis,Activa,0 Cojeras,No Activa,4 Crías,388 Días,HO.JU,HO.JU
RC,,R 1,,1900                ,,,HO,He:Rp,66,1403,1403,6a7m,PR/Lac,2013-11-23,35.0,2013-11-24,35.2,0.17300000000000001,2015-05-26,395.0,0.657,0.6559999999999999,,,,,,,500.0,,500.0,,0.21,,420,4,35.0,35.4,$55.960,0.084,$133,8005.0,7220.0,124.0,100%,100%,19.0,,,$145,4.0,2019-09-11,2019-11-06,2020-02-28,,2019-11-06,3.0,2020-02-28,108.0,127.0,2020-05-06,Cargada,108.0,2020-02-28,127.0,1.0,2019-09-12,35.5,$7.879,2020-10-07,9069.0,7460.0,,,,,123.0,100%,100%,$25.714,,,,,2020-06-13,21.5,,,,,2020-12-06,1900,1900,,991001000273820.0,,,,G2755(He:Rp),,,,,,2019/09 (septiembre),2020/12 (diciembre),PR,Lac,1.0,2a5m,500.0,2020-08-30,,,,,3 >200,63.0,35.2,6897.0,25.0,23.0,7.0,2019.0,0.326,0.293,,70.0,,,,,45,6344.0,5665.0,101.0,,,85.0,1.0,0.0,0,0,0,0,139.0,2.4,,2582,,24,+24% /Prom,23,+23% /Prom,1,+1% /Prom,2020-10-20,82,84.11,84.11 Lt. Mes,405,405 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,4 Crías,420 Días,R 1,R 1
ISLA,,PARAI,,1901                ,,,HO,He:Rp,73,6009,6009,6a7m,Ser/Lac,2013-11-25,35.0,2013-11-26,35.5,0.467,2017-11-17,596.0,0.386,0.386,,,,,,,500.0,,500.0,,0.21,,477,4,35.0,35.4,$103.333,0.07400000000000001,$217,7829.0,6749.0,115.0,100%,100%,17.0,,,$77,4.0,2020-02-11,2020-04-18,2020-06-13,,2020-04-18,2.0,2020-06-13,103.0,21.0,2020-05-20,Negativo,,,,1.0,2020-02-12,35.5,$100.000,,6961.0,6961.0,,,,,107.0,100%,100%,$24.000,,,,,2020-06-13,26.1,,,,,,1901,1901,,991001000273801.0,,,,M-1901-4(Ma:Rp),,,,,,2020/02 (febrero),,Ser,Lac,17.0,2a3m,359.0,2021-01-30,,,,1.0,2 101-200,46.0,29.0,3003.0,24.4,20.1,9.0,1002.0,0.345,0.33399999999999996,,63.0,,,,,32,4990.0,4815.0,83.0,,,90.0,0.0,0.0,0,0,2,1,198.0,2.0,71,,,15,+15% /Prom,7,+7% /Prom,-17,-17% /Prom,2020-10-20,82,36.62,36.62 Lt. Mes,252,252 DIM,2do Terc. Lactancia,0 Mastitis,No Activa,2 Cojeras,Activa,4 Crías,477 Días,PARAI,PARAI
RC,,R 3,,1902                ,,,HO,He:Rp,69,1162,1162,6a7m,Ser/Lac,2013-11-24,35.0,2013-11-25,35.4,0.373,2015-05-26,406.0,0.6779999999999999,0.677,,,,,,,500.0,,500.0,,0.209,,435,4,35.0,35.5,$103.333,0.08199999999999999,$238,8773.0,7666.0,137.0,100%,100%,19.9,,,$161,4.0,2019-12-17,2020-02-19,2020-06-13,,2020-02-19,4.0,2020-06-13,112.0,21.0,2020-06-03,Negativo O,,,,1.0,2019-12-18,35.5,$100.000,,8595.0,8595.0,,,,,143.0,100%,100%,$46.156,,,,,2020-06-13,27.3,,,,,,1902,1902,,900113000056793.0,,,,M-1902-4(Ma:Rp),,,,,,2019/12 (diciembre),,Ser,Lac,1.0,2a5m,500.0,2020-12-05,,,,,2 101-200,58.0,38.2,5617.0,31.4,24.7,9.0,1773.0,0.33,0.316,,61.0,,,,,59,4803.0,4676.0,94.0,,,87.0,1.0,0.0,0,0,0,0,151.0,2.8,,2376,,37,+37% /Prom,43,+43% /Prom,-6,-6% /Prom,2020-10-20,82,68.5,68.5 Lt. Mes,308,308 DIM,2do Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,4 Crías,435 Días,R 3,R 3
RC,,R 3,,1904                ,,,HO,He:Rp,69,9190,9190,6a7m,Ser/Lac,2013-11-27,35.0,2013-11-28,35.1,0.14300000000000002,2015-05-26,405.0,0.68,0.679,,,,,,,500.0,,500.0,,0.21,,441,3,35.0,35.5,$105.000,0.08,$238,6339.0,6011.0,103.0,100%,100%,13.8,,,$147,4.0,2019-10-27,2019-12-16,2020-06-06,,2019-12-16,6.0,2020-06-06,102.0,28.0,2020-06-03,Negativo  ,,,,1.0,2019-10-28,35.5,$100.000,,7137.0,7137.0,,,,,119.0,100%,100%,$68.000,,,,,2020-06-13,19.0,,,,,,1904,1904,B,991001000273726.0,,,,M-1904-4(Ma:Rp),,,,,,2019/10 (octubre),,Ser,Lac,5.0,2a3m,500.0,2020-10-15,,,,1.0,3 >200,33.0,33.1,5855.0,25.5,18.7,5.0,1776.0,0.263,0.303,,89.0,,,,,58,7781.0,6804.0,115.0,,,83.0,0.0,0.0,0,0,0,0,166.0,3.0,,,,3,+3% /Prom,19,+19% /Prom,15,+15% /Prom,2020-10-20,82,71.4,71.4 Lt. Mes,359,359 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,3 Crías,441 Días,R 3,R 3
ISLA,,HO.JU,,1905                ,,,HO,He:Rp,66,1336,1336,6a7m,Palp-/Horra,2013-12-01,35.0,2013-12-02,35.3,0.308,2015-05-26,394.0,0.664,0.664,,,,,,,500.0,,500.0,,0.271,,377,4,35.0,35.5,$81.111,0.094,$215,5137.0,4970.0,88.0,100%,100%,11.1,,,$22,4.0,2019-04-11,2019-06-15,2020-02-08,,2019-06-15,6.0,2020-02-08,1.0,147.0,2020-03-11,Negativo,,,,1.0,2019-04-12,35.5,,2020-03-31,5749.0,5243.0,,,,,86.0,100%,100%,,,,,,2020-03-28,9.9,,,,,,1905,1905,,900113000056794.0,,,,MG2716(Ma:Rp),,,,,,2019/04 (abril),,Palp-,Horra,7.0,2a3m,449.0,2020-03-30,,,,,3 >200,65.0,23.6,5749.0,16.3,16.3,0.0,1369.0,0.0,0.23800000000000002,,73.0,,,,,62,1353.0,1353.0,70.0,,,84.0,0.0,0.0,4,2,0,0,101.0,2.0,,,MG2716,-12,-12% /Prom,-14,-14% /Prom,-30,-30% /Prom,2020-10-20,82,70.11,70.11 Lt. Mes,558,558 DIM,3er Terc. Lactancia,4 Mastitis,Activa,0 Cojeras,No Activa,4 Crías,377 Días,HO.JU,HO.JU
ISLA,,PARAI,,1907                ,,,HO,He:Rp,PROMAR,,FCO RODRIGUEZ,6a5m,Nc/Lac,2014-02-03,35.0,2014-02-04,35.5,0.5,2017-11-17,596.0,0.406,0.406,,,,,,,500.0,,500.0,,0.23,,418,3,35.0,35.5,$105.000,0.085,$251,7062.0,6948.0,121.0,100%,100%,17.4,,,$86,4.0,2020-05-13,,,,,0.0,,,,,,,,,1.0,2020-05-14,35.5,$100.000,,9007.0,9007.0,,,,,134.0,100%,100%,,,,,,2020-06-13,35.1,,,,,,1907,1907,,900113000083825.0,,,,M-1907-4(Ma:Rp),,,,,,2020/05 (mayo),,Nc,Lac,17.0,2a10m,442.0,2021-05-02,,,,,1 0-100,31.0,35.1,892.0,28.8,21.5,10.0,207.0,0.285,0.23199999999999998,,116.0,,,,,,,,,,,55.0,0.0,0.0,0,0,0,0,133.0,2.3,,,MG2710,21,+21% /Prom,34,+34% /Prom,0,+0% /Prom,2020-10-20,80,11.15,11.15 Lt. Mes,160,160 DIM,1er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,3 Crías,418 Días,PARAI,PARAI
RC,,R 1,,1909                ,,,HO,He:Rp,69,1254,1254,6a6m,Nc/Lac,2013-12-06,35.0,2013-12-07,35.2,0.21,2015-05-26,316.0,0.525,0.524,,,,,,,500.0,,500.0,,0.217,,366,5,35.0,35.4,$105.000,0.09699999999999999,$287,5535.0,5442.0,95.0,100%,100%,15.1,,,$86,5.0,2020-06-08,,,,,0.0,,,,,,,,,1.0,2020-06-09,35.5,,,3763.0,3763.0,,,,,62.0,100%,100%,,,,,,2020-06-13,12.1,,,,,,1909,1909,,900113000056795.0,,,,M-1909-5(Ma:Rp),,,,,,2020/06 (junio),,Nc,Lac,22.0,2a6m,500.0,2021-05-28,,,,,1 0-100,5.0,12.1,0.0,0.0,19.5,5.0,25.0,0.413,,,60.0,,,,,98,5869.0,5628.0,100.0,,,82.0,1.0,0.0,0,0,0,0,83.0,1.6,,2619,,-5,-5% /Prom,-38,-38% /Prom,0,+0% /Prom,2020-10-20,82,0.0,0.0 Lt. Mes,134,134 DIM,1er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,5 Crías,366 Días,R 1,R 1
RC,,R 1,,1910                ,,,HO,He:Rp,69,4279,4279,6a6m,Nc/Lac,2013-12-08,35.0,2013-12-09,35.2,0.192,2015-05-26,415.0,0.713,0.7120000000000001,,,,,,,500.0,,500.0,,0.217,,388,5,36.2,36.7,,0.095,,6306.0,6063.0,106.0,100%,100%,16.4,,,$78,5.0,2020-06-07,,,,,0.0,,,,,,,,,1.0,2020-06-08,35.6,,,6297.0,6297.0,,,,,104.0,100%,100%,,,,,,2020-06-13,20.7,,,,,,1910,1910,,991001000273875.0,,,,362(He:Rp),,,,,,2020/06 (junio),,Nc,Lac,22.0,2a2m,500.0,2021-05-27,,,,,1 0-100,6.0,20.7,0.0,0.0,19.7,7.0,42.0,0.33799999999999997,,,70.0,,,,,98,5713.0,5289.0,91.0,,,85.0,0.0,0.0,0,0,0,0,108.0,2.0,2749; 183; 362,2327; 2588,,6,+6% /Prom,4,+4% /Prom,-9,-9% /Prom,2020-10-20,82,0.0,0.0 Lt. Mes,135,135 DIM,1er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,5 Crías,388 Días,R 1,R 1
