Fecha,Id,Evento,Resultado,Categorías,Toro,Operario,Comentarios,Evento(0)
2018-06-08,1103,2SER,Repetir,Inseminación,1,FERNANDO,14:00,0
2018-06-08,1757B,VEN,,Reproduccion/Produccion,,,rec 236,0
2018-06-08,1765B,2SER,Repetir,Inseminación,9,FERNANDO,10:00,0
2018-06-08,1954,VEN,,Reproduccion/Produccion,,,rec 1326,0
2018-06-08,1761B,1PAR,>,ABORTO,,,,0
2018-06-08,1887,2SER,Repetir,Inseminación,9,FERNANDO,5:00,0
2018-06-08,1043,VEN,,Reproduccion/Produccion,,,rec 1326,0
2018-06-08,1769B,2SER,Repetir,Inseminación,9,FERNANDO,14:30,0
2018-06-08,1214,MUER,,,,,dos gemelos,0
2018-06-08,1540,1PAR,>,H,3,,,0
2018-06-07,1382,VEN,,Reproduccion/Produccion,,,,0
2018-06-07,1460,PESO,,,,,,0
2018-06-07,1193,VEN,,Reproduccion/Produccion,,,,0
2018-06-07,1157,VEN,,Reproduccion,,,,0
2018-06-07,1382,PESO,,,,,,0
2018-06-07,2038,1PAR,>,M,5,,,0
2018-06-07,1031,PESO,,,,,,0
2018-06-07,8140,VEN,,Reproduccion/Produccion,,,,0
2018-06-07,20B,2SER,Repetir,Inseminación,9,FERNANDO,,0
2018-06-07,1486,2SER,Repetir,Inseminación,9,FERNANDO,,0
2018-06-07,1157,PESO,,,,,,0
2018-06-07,1745,VEN,,Reproduccion,,,,0
2018-06-07,1488,CA,>,,,,,0
2018-06-07,259J,2SER,Repetir,Inseminación,7,VICTOR,4:20,0
2018-06-07,1031,VEN,,Reproduccion/Produccion,,,,0
2018-06-07,1745,PESO,,,,,,0
2018-06-07,1193,PESO,,,,,,0
2018-06-07,1460,VEN,,Reproduccion/Produccion,,,,0
2018-06-07,1863,PESO,,,,,,0
2018-06-07,1863,VEN,,Reproduccion/Produccion,,,,0
2018-06-07,2475,CA,>,,,,,0
2018-06-06,9165,ECOGR,Positivo,,9,,,0
2018-06-06,2046,VAREP,,,,,,0
2018-06-06,1947,EXREP,INR,,,,,0
2018-06-06,2059,EXREP,INR,,,,,0
2018-06-06,1315,EXREP,INR,,,,,0
2018-06-06,7079,EXREP,INR,,,,,0
2018-06-06,1825,EXREP,SUCIA,,,,sincrosio,0
2018-06-06,51146,ECOGR,Dudoso,,,,poco liquido,0
2018-06-06,20B,EXREP,SV,,,,ojo al celo,0
2018-06-06,30B,EXREP,INR,,,,lactoinduccion,0
2018-06-06,251J,EXREP,INR,,,,,0
2018-06-06,1818,ECOGR,Positivo,,1,,,0
2018-06-06,2078,MASSB,,AD3,,,,0
2018-06-06,1787B,ECOGR,Negativo,,,,ojo sv hoy,0
2018-06-06,1530,EXREP,O. LISOS,,,,olivitasan 10 x 2 d,0
2018-06-06,2046,EXREP,SUCIA,,,,sincrosio 1 b oxi,0
2018-06-06,070,EXREP,METRITIS,,,,ette y  sincrosio mañana,0
2018-06-06,1787B,2SER,Repetir,Inseminación,1,FERNANDO,14:00,0
2018-06-06,8093,EXREP,INR,,,,,0
2018-06-06,1818,MASSB,,AI4,,,,0
2018-06-06,020,EXREP,SUCIA,,,,sincrosio,0
2018-06-06,2071,EXREP,INR,,,,,0
2018-06-06,64,EXREP,INR,,,,lactoinduccion,0
2018-06-06,1805,EXREP,SUCIA,,,,sincrosio,0
2018-06-06,1939,ECOGR,Positivo,,80,,,0
2018-06-06,1085,ECOGR,Negativo,,,,ovsyn,0
2018-06-06,1444,EXREP,SUCIA,,,,sincrosio 2 b oxi,0
2018-06-06,1620,DP5,Cargada,,,,,0
2018-06-06,1960,DP5,Cargada,,,,,0
2018-06-06,25B,EXREP,SUCIA,,,,sincrosio,0
2018-06-06,6039,EXREP,INR,,,,,0
2018-06-06,1820,DP5,Cargada,,,,,0
2018-06-06,1626,EXREP,OVSYN,,,,,0
2018-06-06,7174,DPSEC,Positivo,,,,,0
2018-06-06,250J,MASSB,,AD2/PI1,,,,0
2018-06-06,9184,MASSB,,AD1/AI1/PDP,,,,0
2018-06-06,1576,ECOGR,Positivo,,1,,,0
2018-06-06,1910,EXREP,INR,,,,,0
2018-06-06,1721,ECOGR,Negativo,,,,ovsyn,0
2018-06-06,1689,VAREP,,,,,,0
2018-06-06,1794,EXREP,INR,,,,lactoinduccion ojo nueva formula,0
2018-06-06,1689,EXREP,INR,,,,,0
2018-06-06,1096,ECOGR,Dudoso,,,,,0
2018-06-06,40607,DP5,Cargada,,,,,0
2018-06-06,1772B,EXREP,INR,,,,,0
2018-06-06,9161,ECOGR,Positivo,,8,,,0
2018-06-06,1686,DPR,Cargada,M,7,,,0
2018-06-06,2042,DP5,Cargada,,,,,0
2018-06-06,1117,EXREP,INR,,,,acidosis ojo dovenix,0
2018-06-06,255J,EXREP,INR,,,,,0
2018-06-06,1544,DP5,Cargada,,,,,0
2018-06-06,1911,ECO2,Positivo,,,,,0
2018-06-06,2437,DPR,Cargada,M,9,,,0
2018-06-06,1789B,EXREP,INR,,,,,0
2018-06-06,1945,MASSB,,AI4,,,PD sangre,0
2018-06-06,1945,EXREP,INR,,,,,0
2018-06-06,1821,EXREP,INR,,,,ette ojo pintar,0
2018-06-06,1599,DP5,Cargada,,,,,0
2018-06-06,254J,EXREP,INR,,,,,0
2018-06-06,1844,EXREP,INR,,,,,0
2018-06-06,1756B,ECOGR,Positivo,,80,,,0
2018-06-06,260J,VAREP,,,,,,0
2018-06-06,1307,EXREP,O. LISOS,,,,olivitasan 10 x 2,0
2018-06-06,252J,MASSB,,ADP,,,,0
2018-06-06,1714,EXREP,INR,,,,,0
2018-06-06,1587,DPSEC,Positivo,,,,,0
2018-06-06,1981,MASSB,,ADP/AI1/PI1,,,,0
2018-06-06,1597,EXREP,OVSYN,,,,,0
2018-06-06,1043,EXREP,DESCARTE,,,,no dio leche,0
2018-06-06,247J,ECO2,Positivo,,,,,0
2018-06-06,7033,MASSB,,PI1,,,,0
2018-06-06,1542,VAREP,,,,,,0
2018-06-06,1788B,DP5,Cargada,,,,,0
2018-06-06,1370,DP5,Cargada,,,,,0
2018-06-06,1536,EXREP,CLD,,,,,0
2018-06-06,1966,ECOGR,Positivo,,1,,,0
2018-06-06,1966,MASSB,,PD1,,,,0
2018-06-06,7031,EXREP,INR,,,,,0
2018-06-06,1832,VAREP,,,,,,0
2018-06-06,1366,EXREP,INR,,,,,0
2018-06-06,1965,DPR,Cargada,M,92,,,0
2018-06-06,1937,EXREP,QFD,,,,,0
2018-06-06,1767,EXREP,OVSYN,,,,vacia  foi,0
2018-06-06,1953,EXREP,INR,,,,,0
2018-06-06,1723,ECOGR,Positivo,,80,,gemelos,0
2018-06-06,6153,EXREP,SUCIA,,,,sincrosio,0
2018-06-06,1031,EXREP,DESCARTE,,,,,0
2018-06-06,2051,EXREP,CLD,,,,ette,0
2018-06-06,1923,DP5,Cargada,,,,,0
2018-06-06,1954,ECO2,Negativo,,,,M E,0
2018-06-06,1184,EXREP,SV,,,,ojo al celo,0
2018-06-06,1781,EXREP,INR,,,,,0
2018-06-06,2066,VAREP,,,,,,0
2018-06-06,1920,MASSB,,AD1/AI1,,,,0
2018-06-06,1827,EXREP,OVSYN,,,,,0
2018-06-06,1956,ECOGR,Negativo,,,,secar y lacto,0
2018-06-06,7096,EXREP,CLI,,,,ette,0
2018-06-06,1685,EXREP,INR,,,,,0
2018-06-06,678,EXREP,CLD,,,,,0
2018-06-06,1758,EXREP,O. LISOS,,,,olivitasan 10 x 2 d,0
2018-06-06,1954,REABS,0,,,,,0
2018-06-06,1954,EXREP,DESCARTE,,,,,0
2018-06-06,9040,EXREP,INR,,,,,0
2018-06-06,2078,ECO2,Positivo,,,,,0
2018-06-06,1824,ECOGR,Positivo,,9,,,0
2018-06-06,7033,ECO2,Positivo,,,,,0
2018-06-06,1823,MASSB,,AD1/AI1/PD1/PI1,,,,0
2018-06-06,1753,EXREP,O. LISOS,,,,olivitasan 10 cc x 2 d,0
2018-06-06,1969,EXREP,SUCIA,,,,sincrosio,0
2018-06-06,1735,EXREP,CLD,,,,ette,0
2018-06-06,1656,EXREP,INR,,,,,0
2018-06-06,2066,EXREP,INR,,,,,0
2018-06-06,1737,EXREP,CLD,,,,ette,0
2018-06-06,1523,DPR,Cargada,,1,,,0
2018-06-06,1374,ECO2,Positivo,,,,,0
2018-06-06,1505,ECO2,Positivo,,,,,0
2018-06-06,1613,EXREP,INR,,,,,0
2018-06-06,60,ECOGR,Negativo,,,,ojo al celo,0
2018-06-06,1978,ECOGR,Positivo,,1,,,0
2018-06-06,1563,EXREP,O. LISOS,,,,olivitasan 10 x 2d,0
2018-06-06,1832,EXREP,INR,,,,,0
2018-06-06,51262,ECOGR,Negativo,,,,,0
2018-06-06,7031,MASSB,,PI1,,,,0
2018-06-06,1536,MASSB,,AD1/PDP/PIP,,,,0
2018-06-06,56,ECOGR,Negativo,,,,cli ette,0
2018-06-06,9092,ECOGR,Positivo,,7,,,0
2018-06-06,9092,MASSB,,AD1/PD2,,,,0
2018-06-06,51262,EXREP,DESCARTE,,,,,0
2018-06-06,1703,EXREP,O. LISOS,,,,olivitasan 10 x 2 d,0
2018-06-06,1796,ECOGR,Negativo,,,,ovsyn,0
2018-06-06,1636,ECOGR,Dudoso,,,,poco liquido,0
2018-06-06,1542,EXREP,INR,,,,,0
2018-06-06,1835,MASSB,,ADP,,,,0
2018-06-06,1671,EXREP,CLD,,,,ette,0
2018-06-06,1184,2SER,Repetir,Inseminación,9,FERNANDO,15:00,0
2018-06-06,1556,ECO2,Positivo,,,,,0
2018-06-06,1532,EXREP,INR,,,,,0
2018-06-06,1923,MASSB,,PD1/PI1,,,,0
2018-06-06,1905,MASSB,,PD2,,,,0
2018-06-06,9040,VAREP,,,,,,0
2018-06-06,8010,DPR,Cargada,,2,,,0
2018-06-06,239J,ECOGR,Positivo,,9,,,0
2018-06-06,1634,ECO2,Positivo,,,,,0
2018-06-06,2068,2SER,Repetir,Inseminación,1,VICTOR,16:25,0
2018-06-06,1272,ECO2,Positivo,,,,,0
2018-06-06,2498,MASSB,,PD2,,,,0
2018-06-06,2076,EXREP,CLD,,,,ette,0
2018-06-06,2033,EXREP,INR,,,,,0
2018-06-06,2033,VAREP,,,,,,0
2018-06-06,1185,EXREP,INR,,,,ojo lacto,0
2018-06-06,1235,MASSB,,AI4/PD2,,,,0
2018-06-06,1632,EXREP,INR,,,,lactoinduccion,0
2018-06-06,1716,MASSB,,AD1/PD1,,,,0
2018-06-06,1177,DP5,Cargada,,,,,0
2018-06-06,1779B,VAREP,,,,,,0
2018-06-06,2483,EXREP,INR,,,,,0
2018-06-06,2075,EXREP,INR,,,,,0
2018-06-06,243J,MASSB,,AIP,,,,0
2018-06-06,1779B,EXREP,INR,,,,,0
2018-06-06,1881,DP5,Cargada,,,,,0
2018-06-06,2483,MASSB,,PD1,,,,0
2018-06-06,1875,EXREP,CLD,,,,ette,0
2018-06-06,8223,EXREP,INR,,,,,0
2018-06-06,2075,VAREP,,,,,,0
2018-06-06,8028,DPSEC,Positivo,,,,,0
2018-06-06,26B,EXREP,INR,,,,lactoinduccion,0
2018-06-06,1795,EXREP,SUCIA,,,,sincrosio 2 b  oxi dpc,0
2018-06-06,1887,EXREP,CLD,,,,,0
2018-06-06,1607,ECOGR,Positivo,,80,,,0
2018-06-06,2034,MASSB,,PD3/PI2,,,,0
2018-06-06,1864,EXREP,INR,,,,,0
2018-06-06,2034,EXREP,INR,,,,,0
2018-06-06,2034,VAREP,,,,,,0
2018-06-06,1744,DP5,Cargada,,,,,0
2018-06-06,2475,EXREP,INR,,,,,0
2018-06-06,1451,ECOGR,Negativo,,,,cli ette,0
2018-06-06,1769,EXREP,SUCIA,,,,sincrosio y repetir a los 11 d,0
2018-06-06,1883,EXREP,INR,,,,,0
2018-06-06,1864,VAREP,,,,,,0
2018-06-06,1749,DP5,Cargada,,,,,0
2018-06-06,1856,EXREP,INR,,,,olivitasan 10 cc x 2 d,0
2018-06-06,1193,ECOGR,Negativo,,,,,0
2018-06-06,8209,ECO2,Positivo,,,,,0
2018-06-06,1193,EXREP,DESCARTE,,,,,0
2018-06-06,1216,EXREP,INR,,,,,0
2018-06-06,1236,ECOGR,Positivo,,9,,,0
2018-06-06,8170,DP5,Cargada,,,,,0
2018-06-06,2068,ECOGR,Negativo,,,,celo hoy sv ojo,0
2018-06-06,1264,MASSB,,AD1/AI1/PD1,,,,0
2018-06-06,2022,MASSB,,,,,,0
2018-06-06,1645,EXREP,INR,,,,,0
2018-06-06,1873,EXREP,SUCIA,,,,sincrosio,0
2018-06-06,1486,EXREP,INR,,,,,0
2018-06-06,2014,MASSB,,AI3,,,,0
2018-06-06,CC1,MASSB,,ADP,,,,0
2018-06-06,1692,MASSB,,AD2,,,,0
2018-06-06,1861,VAREP,,,,,,0
2018-06-06,1874,VAREP,,,,,,0
2018-06-06,1861,EXREP,INR,,,,,0
2018-06-06,1553,DPR,Cargada,M,2,,,0
2018-06-06,1877,MASSB,,PD1/PI2,,,,0
2018-06-06,2469,ECOGR,Positivo,,80,,,0
2018-06-06,1270,DP5,Cargada,,,,,0
2018-06-06,2025,MASSB,,AIP,,,,0
2018-06-06,1590,ECOGR,Positivo,,91,,,0
2018-06-06,1877,DP5,Cargada,,,,,0
2018-06-06,2025,ECO2,Positivo,,,,,0
2018-06-06,1468,EXREP,INR,,,,ronca tumor traquea,0
2018-06-06,2498,DPSEC,Positivo,,,,,0
2018-06-06,241J,EXREP,OVSYN,,,,,0
2018-06-06,1222,EXREP,INR,,,,,0
2018-06-06,1222,VAREP,,,,,,0
2018-06-06,2022,DP5,Cargada,,,,,0
2018-06-06,243J,EXREP,SUCIA,,,,sincrosio x 2 d,0
2018-06-06,1196,MASSB,,AD1/AI1/PI1,,,,0
2018-06-06,8176,MASSB,,PIP,,,,0
2018-06-06,1736,DPSEC,Positivo,,,,,0
2018-06-06,1878,EXREP,CLD,,,,lacto,0
2018-06-06,2032,DPR,Cargada,H,1,,,0
2018-06-06,2020,ECO2,Positivo,,,,,0
2018-06-06,242J,EXREP,INR,,,,,0
2018-06-06,1880,EXREP,INR,,,,,0
2018-06-06,2014,EXREP,SUCIA,,,,sincrosio pentrilan,0
2018-06-06,1469,EXREP,INR,,,,,0
2018-06-06,1454,ECOGR,Positivo,,1,,,0
2018-06-06,1874,EXREP,INR,,,,,0
2018-06-06,9033,EXREP,SUCIA,,,,sincrosio 2 b oxi,0
2018-06-06,1640,REABS,0,,,,,0
2018-06-06,1928,MASSB,,PDP/PIP,,,,0
2018-06-06,1777,DPSEC,Positivo,,,,,0
2018-06-06,9173,EXREP,CLD,,,,ette,0
2018-06-06,9170,EXREP,SUCIA,,,,sincrosio,0
2018-06-06,1762,DPR,Cargada,M,2,,,0
2018-06-06,17B,EXREP,INR,,,,,0
2018-06-06,1791,ECOGR,Negativo,,,,secar y lactoinduccion sincrosio,0
2018-06-06,1941,MASSB,,PD1,,,,0
2018-06-06,1816,ECO2,Positivo,,,,,0
2018-06-06,1851,MASSB,,AD1/AI2,,,,0
2018-06-06,1426,EXREP,INR,,,,,0
2018-06-06,1286,EXREP,OVSYN,,,,cld,0
2018-06-06,1901,DPR,Cargada,,6,,,0
2018-06-06,1169,ECOGR,Negativo,,,,ovsyn cld,0
2018-06-06,1742B,1PAR,>,H,1,,,0
2018-06-06,1730,EXREP,INR,,,,,0
2018-06-06,1471,EXREP,CLD,,,,ette,0
2018-06-06,1775,EXREP,INR,,,,,0
2018-06-06,9037,ECOGR,Positivo,,9,,,0
2018-06-06,1928,EXREP,INR,,,,,0
2018-06-06,1707,DPR,Cargada,M,7,,,0
2018-06-06,1772B,VAREP,,,,,,0
2018-06-06,1905,ECOGR,Negativo,,,,cld ette,0
2018-06-06,1600,EXREP,SUCIA,,,,sincrosio x 2 d,0
2018-06-06,1759B,ECO2,Negativo,,,,M E sincrosio dpc,0
2018-06-06,1305,DPSEC,Positivo,,,,,0
2018-06-06,1572,EXREP,INR,,,,,0
2018-06-06,1640,ECO2,Negativo,,,,M E sincrosio dpc,0
2018-06-06,6047,MASSB,,PIP,,,,0
2018-06-06,2082,ECOGR,Dudoso,,,,poco liquido,0
2018-06-06,1550,EXREP,INR,,,,,0
2018-06-06,1739B,EXREP,SUCIA,,,,sincrosio x 2 d,0
2018-06-06,1426,VAREP,,,,,,0
2018-06-06,263J,EXREP,INR,,,,,0
2018-06-06,1690,DPSEC,Positivo,,,,,0
2018-06-06,7115,ECO2,Positivo,,,,,0
2018-06-06,1904,EXREP,INR,,,,,0
2018-06-06,1036,EXREP,INR,,,,,0
2018-06-06,1672,EXREP,CLI,,,,ette,0
2018-06-06,263J,VAREP,,,,,,0
2018-06-06,1900,EXREP,INR,,,,,0
2018-06-06,1941,EXREP,SUCIA,,,,ojo al celo dpc,0
2018-06-06,2036,MASSB,,PD1/PIP,,,,0
2018-06-06,2036,ECO2,Positivo,,,,,0
2018-06-06,2062,ECOGR,Positivo,,9,,,0
2018-06-06,1032,EXREP,CLD,,,,ette,0
2018-06-06,260J,EXREP,INR,,,,,0
2018-06-06,1660,EXREP,INR,,,,,0
2018-06-06,1895,MASSB,,PIP,,,,0
2018-06-06,1718,EXREP,INR,,,,,0
2018-06-06,1895,EXREP,INR,,,,,0
2018-06-06,1695,ECO2,Positivo,,,,,0
2018-06-06,1747B,EXREP,INR,,,,,0
2018-06-06,1574,ECOGR,Positivo,,9,,,0
2018-06-06,705,ECOGR,Negativo,,,,cli ette,0
2018-06-06,1227,DPR,Cargada,M,1,,,0
2018-06-06,1534,EXREP,INR,,,,,0
2018-06-06,1534,VAREP,,,,,,0
2018-06-06,1178,ECOGR,Negativo,,,,cld ette,0
2018-06-06,262J,EXREP,CLD,,,,ette,0
2018-06-06,264J,ECOGR,Positivo,,7,,,0
2018-06-06,1608,ECOGR,Positivo,,9,,,0
2018-06-06,1603,EXREP,O. LISOS,,,,olivitasan 10 x 2d,0
2018-06-06,9025,EXREP,SUCIA,,,,sincrosio x 2 d 3 b oxi,0
2018-06-06,1807,EXREP,OVSYN,,,,,0
2018-06-06,1700,EXREP,CLD,,,,ette,0
2018-06-06,1791B,DPR,Cargada,H,97,,,0
2018-06-06,1450,DPR,Vacía,,,,M E ette sv,0
2018-06-06,1627,ECO2,Positivo,,,,,0
2018-06-06,1584,DP5,Cargada,,,,,0
2018-06-06,1854,EXREP,CLD,,,,ette,0
2018-06-06,2044,ECO2,Positivo,,,,,0
2018-06-06,1984,EXREP,OVSYN,,,,cld,0
2018-06-06,1984,MASSB,,AD1/AI1/PD2/PI1,,,,0
2018-06-06,1931,EXREP,INR,,,,,0
2018-06-06,1488,EXREP,INR,,,,,0
2018-06-06,9175,EXREP,CLD,,,,ette y sv,0
2018-06-06,1751,EXREP,O. LISOS,,,,olivitasan 10 x 2,0
2018-06-06,1684,EXREP,O. LISOS,,,,olivitasn 10 x 2d,0
2018-06-06,9021,DPSEC,Positivo,,,,,0
2018-06-05,1969,1PAR,>,H,90,,,0
2018-06-05,2007,ABO,>,,,,sincrosio dpc,0
2018-06-05,1822,2SER,Repetir,Inseminación,9,FERNANDO,4:00,0
2018-06-05,1196,2SER,Repetir,Inseminación,1,VICTOR,4:20,0
2018-06-05,1800,2SER,Repetir,Inseminación,1,VICTOR,4:40,0
2018-06-04,9033,CA,>,,,,,0
2018-06-04,CC29,2SER,Repetir,Inseminación,1,VICTOR,3:30,0
2018-06-04,1718,CA,>,,,,,0
2018-06-04,1786B,2SER,Repetir,Inseminación,1,VICTOR,4:20,0
2018-06-03,1172,2SER,Repetir,Inseminación/Ovsynch,9,FERNANDO,4:00,0
2018-06-03,1823,2SER,Repetir,Inseminación,1,VICTOR,16:30,0
2018-06-03,1250,2SER,Repetir,Inseminación/Ovsynch,9,FERNANDO,4:30,0
2018-06-03,1582,2SER,Repetir,Inseminación/Ovsynch,9,FERNANDO,4:00,0
2018-06-03,1746B,2SER,Repetir,Inseminación/Ovsynch,1,FERNANDO,5:00,0
2018-06-03,257J,2SER,Repetir,Inseminación,6,VICTOR,16:40,0
2018-06-03,1895,1PAR,>,H,97,,,0
2018-06-03,8099,2SER,Repetir,Inseminación/Ovsynch,7,FERNANDO,5:00,0
2018-06-03,1045,2SER,Repetir,Inseminación/Ovsynch,1,FERNANDO,4:30,0
2018-06-03,1186,OVSYN,,,,,,0
2018-06-03,1673,EXREP,DESCARTE,,,,,0
2018-06-03,1789B,CA,>,,,,,0
2018-06-03,1040,OVSYN,,,,,,0
2018-06-03,1346,OVSYN,,,,,,0
2018-06-03,1836,2SER,Repetir,Inseminación,9,FERNANDO,,0
2018-06-03,4287,OVSYN,,,,,,0
2018-06-02,1639,2SER,Repetir,Inseminación,1,VICTOR,16:20,0
2018-06-02,1466,CA,>,,,,,0
2018-06-02,8093,CA,>,,,,,0
2018-06-02,713,MUER,,Ahogado,,,se ahogo en el rio,0
2018-06-02,1639,CA,>,,,,,0
2018-06-02,1883,CA,>,,,,,0
2018-06-02,1466,2SER,Repetir,Inseminación/Ovsynch,1,FERNANDO,15:00,0
2018-06-02,1673,CA,>,,,,,0
2018-06-02,1572,1PAR,>,M,1,,,0
2018-06-01,1825,CA,>,,,,,0
2018-06-01,1794B,2SER,Repetir,Inseminación,7,FERNANDO,4:00,0
2018-06-01,2006,2SER,Repetir,Inseminación,1,VICTOR,17:10,0
2018-06-01,1747B,CA,>,,,,,0
2018-06-01,1840,2SER,Repetir,Inseminación,9,FERNANDO,16:00,0
2018-06-01,1713,2SER,Repetir,Inseminación/Toro,80,,2v 1 16:00,0
2018-06-01,6153,EXREP,RETE,,,,,0
2018-06-01,2016,MUER,,Accidente,,,mal acostada rec 1325,0
2018-06-01,2050,CA,>,,,,,0
2018-05-31,1396,SEC,ph Urinario,,,,,0
2018-05-31,50809,SEC,ph Urinario,,,,,0
2018-05-31,690,SEC,ph Urinario,,,,,0
2018-05-31,1443,SEC,ph Urinario,,,,,0
2018-05-31,1603,CA,>,,,,,0
2018-05-31,6153,1PAR,>,H,1,,,0
2018-05-31,1049,SEC,ph Urinario,,,,,0
2018-05-31,1717,SEC,ph Urinario,,,,,0
2018-05-31,1425,SEC,ph Urinario,,,,,0
2018-05-31,4258,SEC,ph Urinario,,,,,0
2018-05-31,1858,SEC,ph Urinario,,,,,0
2018-05-31,6047,2SER,Repetir,Inseminación,1,VICTOR,4:25,0
2018-05-31,1859,2SER,Repetir,Inseminación,9,FERNANDO,16:00,0
2018-05-31,1145,2SER,Repetir,Inseminación,66,FERNANDO,,0
2018-05-31,252J,2SER,Repetir,Inseminación,7,VICTOR,,0
2018-05-31,8149,SEC,ph Urinario,,,,,0
2018-05-31,1774B,SEC,ph Urinario,,,,,0
2018-05-31,1642,SEC,ph Urinario,,,,,0
2018-05-31,1694,SEC,ph Urinario,,,,,0
2018-05-31,1571,VEN,,Enfermedad,,,mastitis,0
2018-05-31,1924,2SER,Repetir,Inseminación,9,FERNANDO,16:00,0
2018-05-31,1976,SEC,ph Urinario,,,,,0
2018-05-31,8137,SEC,ph Urinario,,,,,0
2018-05-31,1630,SEC,ph Urinario,,,,,0
2018-05-31,1734,SEC,ph Urinario,,,,,0
2018-05-31,1950,2SER,Repetir,Inseminación,9,FERNANDO,4:00,0
2018-05-31,1641,SEC,ph Urinario,,,,,0
2018-05-31,9107,SEC,ph Urinario,,,,,0
2018-05-31,9120,SEC,ph Urinario,,,,,0
2018-05-31,9195,SEC,ph Urinario,,,,,0
2018-05-30,1917,2SER,Repetir,Inseminación/Ovsynch,9,FERNANDO,4:30,0
2018-05-30,1989,2SER,Repetir,Inseminación,9,FERNANDO,16:00,0
2018-05-30,1920,2SER,Repetir,Inseminación,1,VICTOR,16:25,0
2018-05-30,1850,CA,>,,,,,0
2018-05-30,1715,2SER,Repetir,Inseminación/Ovsynch,66,FERNANDO,4:30,0
2018-05-30,1172,2SER,Repetir,Inseminación,9,FERNANDO,4:30,0
2018-05-30,078,2SER,Repetir,Inseminación/Toro,80,,sv 1 15:00,0
2018-05-30,1565,2SER,Repetir,Inseminación/Toro,80,,sv 1 16:00,0
2018-05-30,1188,2SER,Repetir,Inseminación/Ovsynch,9,FERNANDO,4:30,0
2018-05-30,1271,2SER,Repetir,Inseminación/Ovsynch,66,FERNANDO,4:30,0
2018-05-30,1550,CA,>,,,,,0
2018-05-30,8040,2SER,Repetir,Inseminación/Ovsynch,1,FERNANDO,4:30,0
2018-05-30,2037,2SER,Repetir,Inseminación,9,FERNANDO,16:00,0
2018-05-30,1808,2SER,Repetir,Inseminación/Toro,80,,sv 1 5:00,0
2018-05-29,1711,2SER,Repetir,Inseminación,9,FERNANDO,10:00,0
2018-05-29,2003,2SER,Repetir,Inseminación,9,FERNANDO,16:00,0
2018-05-29,070,EXREP,RETE,,,,,0
2018-05-29,071,2SER,Repetir,Inseminación,1,FERNANDO,4:00,0
2018-05-29,1793B,2SER,Repetir,Inseminación,7,FERNANDO,16:00,0
2018-05-29,1685,1PAR,>,M,3,,,0
2018-05-29,1781,EXREP,RETE,,,,,0
2018-05-29,7031,1PAR,>,M,80,,,0
2018-05-29,1099,2SER,Repetir,Inseminación,9,FERNANDO,10:00,0
2018-05-28,25B,1PAR,>,M,3,,,0
2018-05-28,1183,DPR,Cargada,H,80,,,0
2018-05-28,1518,2SER,Repetir,Inseminación,9,FERNANDO,10:00,0
2018-05-28,1738B,2SER,Repetir,Inseminación,9,FERNANDO,5:00,0
2018-05-28,070,1PAR,>,M.MUERT,,,,0
2018-05-28,1704,2SER,Repetir,Inseminación,7,NELSON,16:40,0
2018-05-28,020,1PAR,>,M,80,,,0
2018-05-28,1781,1PAR,>,M,1,,,0
2018-05-27,1693,2SER,Repetir,Inseminación,1,NELSON,5:30 gestar,0
2018-05-27,9170,1PAR,>,M,97,,,0
2018-05-27,1315,1PAR,>,M,97,,,0
2018-05-27,2018,2SER,Repetir,Inseminación,1,FERNANDO,15:00,0
2018-05-27,2053,2SER,Repetir,Inseminación,7,FERNANDO,5:00,0
2018-05-27,1928,EXREP,INR,,,,parto dificil,0
2018-05-26,8021,2SER,Repetir,Inseminación,1,FERNANDO,15:00,0
2018-05-26,1600,EXREP,RETE,,,,,0
2018-05-26,1026,2SER,Repetir,Inseminación,9,FERNANDO,14:00,0
2018-05-26,2014,1PAR,>,ABORTO,97,,,0
2018-05-26,1104,2SER,Repetir,Inseminación,9,FERNANDO,14:00,0
2018-05-26,8176,2SER,Repetir,Inseminación,1,NELSON,5:30,0
2018-05-26,1853,2SER,Repetir,Inseminación,9,FERNANDO,15:00,0
2018-05-26,1720,2SER,Repetir,Inseminación,1,NELSON,14:00,0
2018-05-26,1014,2SER,Repetir,Inseminación,66,FERNANDO,14:00,0
2018-05-26,1769,2SER,Repetir,Inseminación,1,FERNANDO,16:00,0
2018-05-26,1928,1PAR,>,M.MUERT,5,,,0
2018-05-26,1850,2SER,Repetir,Inseminación,9,FERNANDO,15:00,0
2018-05-25,1805,1PAR,>,M.MUERT,4,,,0
2018-05-25,1536,CA,>,,,,,0
2018-05-25,1600,1PAR,>,H.MUERT,92,,,0
2018-05-25,2005,2SER,Repetir,Inseminación,1,VICTOR,14:30 gestar,0
2018-05-25,1100,2SER,Repetir,Inseminación,9,FERNANDO,16:00,0
2018-05-25,2045,2SER,Repetir,Inseminación/Toro,80,,SV 1 16:00,0
2018-05-25,1933,2SER,Repetir,Inseminación,9,FERNANDO,16:00,0
2018-05-25,1242,2SER,Repetir,Inseminación,9,FERNANDO,16:00,0
2018-05-25,1508,2SER,Repetir,Inseminación,9,FERNANDO,15:00,0
2018-05-24,1575,2SER,Repetir,Inseminación,1,FERNANDO,14:00,0
2018-05-24,8138,2SER,Repetir,Inseminación/Toro,80,,SV 1 14:00,0
